#Orgánico,Funcional,Económico,R,Denominación Aplicación,Crédito Inicial 2022,Crédito Definitivo 2022,Obligado
244003,3411,22735,R,Programas para jovenes-rumbo al deporte,0.0,16691.95,16691.95
244003,3411,22768,,Servicio de montajes especiales deportivos,26365.0,26365.0,23397.59
244003,3411,22769,,Patrocinio deportivo alavés,400000.0,400000.0,400000.0
244003,3411,48111,,Conv. federación pelota vasca,30000.0,30000.0,30000.0
244003,3411,48119,,Convenio aspace paralisis cerebral,30000.0,35300.0,35300.0
244003,3411,48122,,Convenio araski,115000.0,115000.0,115000.0
244003,3411,48133,,Convenio con zuzenak,167000.0,167000.0,167000.0
244003,3411,48141,,Convenio apdema,27800.0,30800.0,30800.0
244003,3411,48142,,Convenio autismo araba,16200.0,18100.0,18100.0
244003,3411,48143,,Convenio federación alavesa atletismo-media y san silvestre,17000.0,19000.0,15200.0
244003,3411,48143,R,Convenio federación alavesa atletismo-media y san silvestre,0.0,3600.0,3600.0
244003,3411,48145,,Convenio parabadminton internacional,15000.0,15000.0,15000.0
244003,3411,48146,,Convenio torneo tenis internacional,15000.0,15000.0,15000.0
244003,3411,48146,R,Convenio torneo tenis internacional,0.0,3000.0,3000.0
244003,3411,48147,,Convenio vihalf,30000.0,35000.0,35000.0
244003,3411,48148,,Convenio gaztedi,20000.0,20000.0,20000.0
244003,3411,48148,R,Convenio gaztedi,0.0,3400.0,3400.0
244003,3411,48928,,Subvención fundación 5+11 baloncesto,141000.0,141000.0,141000.0
244003,3411,48929,,Convenio alavés femenino gloriosas,100000.0,100000.0,100000.0
244003,3411,48935,,Convocatoria general de subvenciones,385000.0,385000.0,318444.74
244003,3411,48935,A,Convocatoria general de subvenciones,0.0,626.07,600.62
244003,3411,48935,R,Convocatoria general de subvenciones,0.0,53761.26,35907.41
244003,3411,48982,,Convenio federación alavesa herri kirolak_la blanca,11500.0,11500.0,11500.0
244003,3411,48982,R,Convenio federación alavesa herri kirolak_la blanca,0.0,2300.0,1900.0
244003,3411,48983,,Convenio federacion alavesa pelota vasca la blanca femenino,12500.0,12500.0,12500.0
244003,3411,48983,R,Convenio federacion alavesa pelota vasca la blanca femenino,0.0,2500.0,2500.0
244003,3411,62297,,Inversiones equipamiento actividades físicas,120000.0,120000.0,84206.19
244003,3411,62297,R,Inversiones equipamiento actividades físicas,0.0,33129.55,33129.55
244004,2381,22669,,Perspectiva de genero en el deporte,3000.0,3000.0,400.0
244004,3401,12000,,Retribuciones basicas de funcionarios,21204.0,21204.0,61708.02
244004,3401,12100,,Retribuciones complementarias funcionarios,32443.0,32443.0,95406.1
244004,3401,16000,,Seguridad social a cargo del ayuntamiento,15640.0,15640.0,44183.23
244004,3401,16500,,Cuotas elkarkidetza a cargo ayuntamiento,0.0,0.0,2354.52
244004,3411,22640,,Patrocinio hiru hiriburuak fem,12100.0,12100.0,10648.0
244004,3421,21200,,Mantenimiento maquinaria e instalaciones,20000.0,20000.0,19215.95
244004,3421,22115,,Material técnico específico deportivo,40000.0,40000.0,38909.84
244004,3421,22672,,Elaboración guía de eventos,3000.0,3000.0,0.0
244004,3421,22673,,Eventos deportivos de ciudad,32000.0,32000.0,32000.0
244004,3421,22674,,Promoción deporte autóctono,25410.0,25410.0,19150.0
244004,3421,22686,,Servicios deportivos,2207708.14,2207708.14,2142580.22
244004,3421,22686,R,Servicios deportivos,0.0,25242.26,13267.99
244004,3421,62300,,Material inventariable deporte,60000.0,60000.0,25305.89
244004,3421,62305,,Material técnico específico deporte,50000.0,70000.0,52044.59
244004,3421,62305,R,Material técnico específico deporte,0.0,29040.0,29040.0
244005,3401,12000,,Retribuciones basicas de funcionarios,207664.0,207664.0,0.0
244005,3401,12100,,Retribuciones complementarias funcionarios,267846.0,267846.0,0.0
244005,3401,14100,,Otro personal,382295.0,382295.0,0.0
244005,3401,16000,,Seguridad social a cargo del ayuntamiento,267433.0,267433.0,0.0
244005,3401,16500,,Cuotas elkarkidetza a cargo ayuntamiento,15428.0,15428.0,0.0
244006,3401,12000,,Retribuciones basicas de funcionarios,39511.0,39511.0,0.0
244006,3401,12100,,Retribuciones complementarias funcionarios,64161.0,64161.0,0.0
244006,3401,14100,,Otro personal,2045.0,2045.0,0.0
244006,3401,16000,,Seguridad social a cargo del ayuntamiento,29950.0,29950.0,0.0
244006,3401,16500,,Cuotas elkarkidetza a cargo ayuntamiento,2357.0,2357.0,0.0
2450,2391,12000,,Retribuciones basicas de funcionarios,55858.0,55858.0,89929.41
2450,2391,12100,,Retribuciones complementarias funcionarios,66637.0,66637.0,122958.69
2450,2391,14100,,Otro personal,48642.0,48642.0,32436.8
2450,2391,16000,,Seguridad social a cargo del ayuntamiento,54146.0,54146.0,65097.03
2450,2391,16500,,Cuotas elkarkidetza a cargo ayuntamiento,2696.0,2696.0,3292.08
2450,2391,22696,,Cuota euskal fondoa,11799.0,11799.0,11799.27
2450,2391,22699,,Otros gastos diversos,3000.0,3000.0,2045.97
2450,2391,22707,,Estudios y trabajos técnicos,55000.0,55000.0,4499.99
2450,2391,22707,R,Estudios y trabajos técnicos,0.0,51128.0,45012.0
2450,2391,22799,,Programas sensibilización y comunicación,104000.0,104000.0,121994.09
2450,2391,23002,,Gastos de desplazamiento,10000.0,10000.0,3608.88
2450,2391,48200,,Subvenciones de cooperación al desarrollo,1900000.0,1895000.0,1870000.0
2450,2391,48205,,Convenio fondo alavés de emergencia,170000.0,173513.45,170000.0
2450,2391,48206,,Convenio asoc.amigos/as del rasd,320000.0,320000.0,320000.0
2450,2391,48207,,Convenio euskal fondoa,207000.0,207000.0,207000.0
2450,2391,48211,,Convenio coordinadora ongds,24000.0,24000.0,24000.0
2450,2391,48212,,Convenio afanis-vacaciones en paz,17000.0,13486.55,13486.55
2450,2391,48213,,Convenio comercio justo,90000.0,90000.0,90000.0
2450,2391,48215,,Convenio afrika,20000.0,25000.0,25000.0
9005,9122,10000,,Retribuciones basicas corporativos,2096873.0,2096873.0,1941688.32
9005,9122,16000,,Seguridad social a cargo del ayuntamiento,512616.0,512616.0,505118.41
9005,9122,16500,,Cuotas elkarkidetza a cargo ayuntamiento,1926.0,1926.0,1710.38
9005,9122,22633,,Asignaciones reglamento orgánico,638118.0,638118.0,607500.0
9015,2111,16109,,Complemento pensiones mutua foral de alava,55000.0,55000.0,41977.37
