#Orgánico,Funcional,Económico,R,Denominación Aplicación,Crédito Inicial 2022,Crédito Definitivo 2022,Obligado
0823,2411,22797,,Gastos diversos planes de empleo vitoria-gasteiz,160000.0,160000.0,153475.01
0823,2411,22798,,Proyecto oikos,10000.0,10000.0,7903.54
0823,2411,47101,,Plan de empleo sectores emergentes,350000.0,269000.0,65278.11
0823,2411,47101,R,Plan de empleo sectores emergentes,0.0,153000.0,149716.52
0823,2411,47128,,Convenio sea empleo araba,72400.0,72400.0,57920.0
0823,2411,47128,A,Convenio sea empleo araba,0.0,14480.0,14480.0
0823,2411,47128,R,Convenio sea empleo araba,0.0,14480.0,14480.0
0823,2411,48015,,Xiii plan comarcal aportación lanbideayudas a la contratación 2025,1849028.0,1646363.0,0.0
0823,2411,48015,R,Xiii plan comarcal aportación lanbideayudas a la contratación 2025,0.0,1849082.0,1849082.0
0823,2411,48020,,Plan comarcal - aportación municipal a la contratación,422300.0,430300.0,5736.56
0823,2411,48020,R,Plan comarcal - aportación municipal a la contratación,0.0,410000.0,410000.0
0823,2411,48171,,Convenio fundación secretariado gitano,48000.0,57600.0,46080.0
0823,2411,48171,R,Convenio fundación secretariado gitano,0.0,9600.0,8862.09
0823,2411,48966,,Conv.apoyo al proy.saregune,66000.0,66000.0,52800.0
0823,2411,48966,R,Conv.apoyo al proy.saregune,0.0,18000.0,18000.0
0823,2411,48967,,Ayudas a la contratación- estabilidad empleo,600000.0,600000.0,596060.0
0823,2411,62298,A,Adecuacion instalaciones logística,0.0,468.82,0.0
0823,2411,62298,R,Adecuacion instalaciones logística,0.0,264223.24,172785.63
0823,2411,62299,,Instalaciones de empleo y formación,20000.0,20000.0,19761.6
0823,2411,62519,,Adquisición equipos formativos,20000.0,20000.0,19915.21
0823,2411,62600,,Adquisición equipos informáticos instalac.empleo y formacion,20000.0,20000.0,19552.87
0823,4331,14100,,Otro personal,0.0,61000.0,0.0
0823,4331,16000,,Seguridad social a cargo del ayuntamiento,0.0,20000.0,0.0
0823,4331,48043,,Convenio escuela de ventas,10000.0,10000.0,8000.0
0823,4331,48043,R,Convenio escuela de ventas,0.0,2000.0,2000.0
0823,4331,48994,,Convenio adsis/caritas/egibide proyecto hazia,120000.0,120000.0,84000.0
0823,4331,48994,R,Convenio adsis/caritas/egibide proyecto hazia,0.0,20000.0,0.0
0824,4321,12000,,Retribuciones basicas de funcionarios,179246.0,179246.0,188938.58
0824,4321,12100,,Retribuciones complementarias funcionarios,234498.0,234498.0,233117.65
0824,4321,14100,,Otro personal,75579.0,168822.39,212712.86
0824,4321,16000,,Seguridad social a cargo del ayuntamiento,150542.0,150542.0,188885.73
0824,4321,16500,,Cuotas elkarkidetza a cargo ayuntamiento,10040.0,10040.0,11335.79
0824,4321,22776,,"Gestión p. europa, villasuso y oficina turismo",610500.0,592351.21,527058.79
0824,4321,22776,R,"Gestión p. europa, villasuso y oficina turismo",0.0,53695.55,16174.94
0824,4321,62513,,Mobiliario palacios y congresos,63000.0,0.0,0.0
0824,4321,62513,R,Mobiliario palacios y congresos,0.0,39918.97,39918.96
0824,4321,62609,,Equipos tecnicos palacio europa y villasuso,80000.0,68000.0,69189.29
0824,4321,62609,A,Equipos tecnicos palacio europa y villasuso,0.0,56482.01,56482.01
0824,4321,62609,R,Equipos tecnicos palacio europa y villasuso,0.0,49126.0,49126.0
0824,4321,62610,,Reformas en el palacio europa,300000.0,0.0,0.0
0826,3411,22603,,Patrocinio publitario saski baskonia sad,157300.0,157300.0,157300.0
0826,4321,12000,,Retribuciones basicas de funcionarios,19004.0,19004.0,0.0
0826,4321,12100,,Retribuciones complementarias funcionarios,17562.0,17562.0,0.0
0826,4321,14100,,Otro personal,11122.0,11122.0,0.0
0826,4321,16000,,Seguridad social a cargo del ayuntamiento,13125.0,13125.0,0.0
0826,4321,22604,,Contrato patrocinio essie hollis,0.0,2500.0,2499.99
0826,4321,22733,,Acciones competitividad sector,5000.0,5000.0,0.0
0826,4321,22772,,Patrocinio semana pintxo alaves,12000.0,12000.0,11999.99
0826,4321,22773,,Patrocinio de los premios a los mejores productos artesanos del país vasco,0.0,3000.0,3000.0
0826,4321,22774,,Patrocinio miniature pintxos congres,15000.0,15000.0,18148.79
0826,4321,22776,,Patrocinio fiesta anual de la hostelería,0.0,2662.0,2662.0
0826,4321,22777,,Dinamización turística,210000.0,225000.0,217539.17
0826,4321,22777,R,Dinamización turística,0.0,130.69,130.68
0826,4321,22779,,Promoción turística ciudad,320000.0,320000.0,316950.79
0826,4321,22779,A,Promoción turística ciudad,0.0,2952.4,2952.4
0826,4321,22779,R,Promoción turística ciudad,0.0,12100.0,12100.0
0826,4321,22780,,Gastos merchandising oficina turismo,30000.0,30000.0,29149.28
0826,4321,60136,A,Eu señalización inteligente casco medieval y anillo verde,0.0,49048.56,0.0
0826,4321,60136,R,Eu señalización inteligente casco medieval y anillo verde,0.0,20624.4,0.0
0826,4333,47104,,Oficina desarrollo local promoción de ciudad,130000.0,130000.0,77999.98
0826,4333,48172,,Convenio fundación catedral santa maría,32000.0,32000.0,32000.0
0910,2210,22734,,Regularización seguridad social,100000.0,0.0,0.0
0910,2381,22760,,Acciones para la igualdad de género,15375.0,15375.0,2300.0
0910,9202,10001,,Retribuciones consecuc.objetivos,0.0,0.0,27116.85
0910,9202,11001,,Retribuciones consecuc.objetivos,0.0,0.0,32085.83
0910,9202,12000,,Retribuciones basicas de funcionarios,135402.0,135402.0,206005.35
0910,9202,12100,,Retribuciones complementarias funcionarios,192380.0,192380.0,260770.32
0910,9202,12105,,Retribuciones consecuc.objetivos,0.0,969201.31,969201.31
0910,9202,13001,,Retribuciones consecuc.objetivos,0.0,0.0,41380.42
0910,9202,14100,,Otro personal,48278.0,48278.0,58869.71
0910,9202,14101,,Retribuciones al personal de sustituciones,0.0,257744.57,257744.57
0910,9202,16000,,Seguridad social a cargo del ayuntamiento,98293.0,98293.0,139281.53
0910,9202,16007,,Aportacion complemento especifico a funcionarios,290560.52,290560.52,281081.55
0910,9202,16104,,Retribuciones segun sentencia,15000.0,194951.53,194951.53
0910,9202,16105,,Indemnizaciones por cese,750000.0,750000.0,0.0
0910,9202,16204,,Seguro de vida-autoseguro,145800.0,145800.0,145800.0
0910,9202,16220,,Indemnizaciones por daños,1000.0,1000.0,15001.7
0910,9202,16500,,Cuotas elkarkidetza a cargo ayuntamiento,6902.0,6902.0,7016.46
0910,9202,22001,,Ordinario no inventariable,2500.0,2500.0,497.04
0910,9202,22105,,Vestuario y uniformes,100000.0,100000.0,25292.62
0910,9202,22638,,Plan formacion empleados mples.,120000.0,120000.0,123430.3
0910,9202,22745,,Programa estrategico de prevención de riesgos laborales,30000.0,30000.0,15887.42
0910,9202,22759,,Plan estrategico de mejora continua,17000.0,17000.0,16615.52
0910,9202,22764,,Estudios de organización,3000.0,3000.0,1427.8
0910,9202,23000,,Dietas,67500.0,67500.0,46518.38
0910,9202,23001,,Gastos de locomocion,25000.0,25000.0,20962.89
0910,9202,23900,,Gastos procesos selectivos,70000.0,70000.0,52076.97
0910,9202,48002,,Becas y bolsas de estudio al personal,25000.0,25000.0,24999.9
0910,9202,48003,,Subvencion a seccion sindical ela,7812.5,7812.5,7812.5
0910,9202,48004,,Subvencion a seccion sindical ccoo,2753.83,2753.83,2753.83
0910,9202,48005,,Subvencion a seccion sindical lab,2364.7,2364.7,2364.7
0910,9202,48006,,Subvencion a seccion sindical esk,1975.57,1975.57,1975.57
0910,9202,48007,,Subvencion a seccion sindical sipla,1197.31,1197.31,1197.31
0910,9203,62957,,Adquisición de equipos rr.hh.,50000.0,50000.0,0.0
0911,9202,12000,,Retribuciones basicas de funcionarios,364273.0,364273.0,393372.15
0911,9202,12100,,Retribuciones complementarias funcionarios,486504.0,486504.0,517458.54
0911,9202,14100,,Otro personal,301316.0,301316.0,307624.75
0911,9202,16000,,Seguridad social a cargo del ayuntamiento,340128.0,340128.0,376288.88
0911,9202,16500,,Cuotas elkarkidetza a cargo ayuntamiento,24806.0,24806.0,26335.84
0912,9202,12000,,Retribuciones basicas de funcionarios,132663.0,132663.0,141682.45
0912,9202,12100,,Retribuciones complementarias funcionarios,180358.0,180358.0,186293.07
0912,9202,14100,,Otro personal,48145.0,48145.0,48587.61
0912,9202,16000,,Seguridad social a cargo del ayuntamiento,88284.0,88284.0,97171.91
0912,9202,16500,,Cuotas elkarkidetza a cargo ayuntamiento,4572.0,4572.0,5787.26
0915,9202,12000,,Retribuciones basicas de funcionarios,145501.0,145501.0,127072.36
0915,9202,12100,,Retribuciones complementarias funcionarios,188852.0,188852.0,165036.55
0915,9202,14100,,Otro personal,192904.0,192904.0,0.0
0915,9202,16000,,Seguridad social a cargo del ayuntamiento,95180.0,95180.0,75157.91
0915,9202,16500,,Cuotas elkarkidetza a cargo ayuntamiento,5970.0,5970.0,7673.82
0919,9203,12000,,Retribuciones basicas de funcionarios,203417.0,203417.0,218553.53
0919,9203,12100,,Retribuciones complementarias funcionarios,264464.0,264464.0,278459.63
0919,9203,16000,,Seguridad social a cargo del ayuntamiento,131323.0,131323.0,139468.51
0919,9203,16500,,Cuotas elkarkidetza a cargo ayuntamiento,10601.0,10601.0,12624.63
0919,9203,22108,,Servicio exteriores,60000.0,60000.0,40099.04
0919,9203,22141,,Mantenimiento especifico equipos servicios medicos,820.0,820.0,0.0
1010,9204,11000,,Retribuciones personal eventual gabinete,88027.0,88027.0,85290.72
1010,9204,12000,,Retribuciones basicas de funcionarios,54831.0,54831.0,32960.11
1010,9204,12100,,Retribuciones complementarias funcionarios,94255.0,94255.0,57156.55
1010,9204,14100,,Otro personal,7872.0,7872.0,0.0
1010,9204,16000,,Seguridad social a cargo del ayuntamiento,52114.0,52114.0,35034.17
1010,9204,16500,,Cuotas elkarkidetza a cargo ayuntamiento,4572.0,4572.0,3420.76
1011,9204,12000,,Retribuciones basicas de funcionarios,670190.0,670190.0,661982.34
1011,9204,12100,,Retribuciones complementarias funcionarios,807803.0,807803.0,771981.92
1011,9204,14100,,Otro personal,246737.0,246737.0,147830.06
1011,9204,16000,,Seguridad social a cargo del ayuntamiento,501914.0,501914.0,466767.43
1011,9204,16500,,Cuotas elkarkidetza a cargo ayuntamiento,39828.0,39828.0,38074.67
1011,9204,21501,,Mantenimiento de aplicaciones informaticas,800000.0,800000.0,773319.2
1011,9204,22720,,Soporte a mantenimiento de aplicativos,1550000.0,1648963.76,1520285.14
1011,9204,22720,R,Soporte a mantenimiento de aplicativos,0.0,34226.3,29949.92
1011,9204,62623,,Plan director e-administracion,180000.0,180000.0,12118.6
1011,9204,62623,R,Plan director e-administracion,0.0,262545.0,251655.0
1011,9204,62624,,Plan contra el fraude fiscal,180000.0,200000.0,199999.64
1011,9204,62626,A,Sistema informatico policia local,0.0,265405.63,105531.74
1012,1515,61404,,Piie- digitalizac. edificios municipales zaramaga,177441.35,0.0,0.0
1012,1515,61405,,Piie monitorización edificios residenciales zaramaga,162312.5,157353.86,0.0
1012,9204,12000,,Retribuciones basicas de funcionarios,357639.0,357639.0,316952.82
1012,9204,12100,,Retribuciones complementarias funcionarios,473677.0,473677.0,421051.32
1012,9204,14100,,Otro personal,379995.0,379995.0,414352.39
1012,9204,16000,,Seguridad social a cargo del ayuntamiento,343687.0,343687.0,335515.23
1012,9204,16500,,Cuotas elkarkidetza a cargo ayuntamiento,25403.0,25403.0,23941.78
1012,9204,21500,,Mantenimiento equipos informaticos,240000.0,240000.0,164318.28
1012,9204,22728,,Soporte ordenadores centrales,300000.0,322341.44,182068.12
1012,9204,22728,A,Soporte ordenadores centrales,0.0,0.0,0.0
1012,9204,22728,R,Soporte ordenadores centrales,0.0,157277.3,157277.3
1012,9204,22729,,Soporte mantenimiento equipos usuarios,285000.0,285000.0,284955.0
1012,9204,62600,,Adquisicion equipos informaticos,585000.0,585000.0,120632.41
1012,9204,62604,,Adquisicion software base,120000.0,131320.16,81612.58
1012,9204,62620,,Acciones plan de seguridad,130000.0,130000.0,110057.84
1012,9204,62620,R,Acciones plan de seguridad,0.0,5053.69,5053.69
1012,9204,62621,,Renovación de licencias,200000.0,64943.73,32644.35
1012,9204,62622,,Plan innovación tecnologica,80000.0,80000.0,42296.2
1012,9204,62627,,Renovacion equipos y servicios,257867.5,392923.77,334772.12
1012,9271,22200,,Facturacion telefonica,340000.0,359984.04,275853.83
1012,9271,22200,R,Facturacion telefonica,0.0,40892.16,11973.93
1012,9271,22202,,Correspondencia y notificaciones,1490000.0,2355546.08,2343269.67
1012,9271,22202,R,Correspondencia y notificaciones,0.0,4774.73,4774.73
1012,9271,22644,,Anuncios en boletines oficiales,10000.0,10000.0,16564.01
1017,9204,12000,,Retribuciones basicas de funcionarios,298941.0,298941.0,293472.66
1017,9204,12100,,Retribuciones complementarias funcionarios,388371.0,388371.0,367850.43
1017,9204,14100,,Otro personal,121907.0,121907.0,86917.44
1017,9204,16000,,Seguridad social a cargo del ayuntamiento,230299.0,230299.0,206207.25
1017,9204,16500,,Cuotas elkarkidetza a cargo ayuntamiento,14569.0,14569.0,12925.2
1018,9204,12000,,Retribuciones basicas de funcionarios,33839.0,33839.0,33131.82
1018,9204,12100,,Retribuciones complementarias funcionarios,49558.0,49558.0,47368.08
1018,9204,16000,,Seguridad social a cargo del ayuntamiento,15805.0,15805.0,15735.48
1018,9204,16500,,Cuotas elkarkidetza a cargo ayuntamiento,1712.0,1712.0,1710.38
1019,9204,12000,,Retribuciones basicas de funcionarios,29981.0,29981.0,31592.16
1019,9204,12100,,Retribuciones complementarias funcionarios,47751.0,47751.0,46555.47
1019,9204,16000,,Seguridad social a cargo del ayuntamiento,15708.0,15708.0,15709.86
1019,9204,16500,,Cuotas elkarkidetza a cargo ayuntamiento,1712.0,1712.0,1710.38
1020,9204,12000,,Retribuciones basicas de funcionarios,31650.0,31650.0,31694.84
1020,9204,12100,,Retribuciones complementarias funcionarios,48978.0,48978.0,46948.35
1020,9204,16000,,Seguridad social a cargo del ayuntamiento,15805.0,15805.0,15705.45
1110,2301,11000,,Retribuciones personal eventual gabinete,97515.0,97515.0,94907.83
1110,2301,12000,,Retribuciones basicas de funcionarios,92493.0,92493.0,99639.33
1110,2301,12100,,Retribuciones complementarias funcionarios,115507.0,115507.0,129670.02
1110,2301,14100,,Otro personal,117414.0,117414.0,111809.3
1110,2301,16000,,Seguridad social a cargo del ayuntamiento,116509.0,116509.0,111227.55
1110,2301,16500,,Cuotas elkarkidetza a cargo ayuntamiento,7933.0,7933.0,6979.59
1110,2301,22786,,Transporte de comidas,13805.43,13805.43,33256.43
1110,2301,22786,R,Transporte de comidas,0.0,80.5,80.5
1110,2311,22698,,Lucha contra las violencias machistas,500000.0,0.0,550.55
1111,1515,62501,R,Piie centro de atención diurna zaramaga-equipamiento,0.0,335172.88,19458.23
1111,2301,12000,,Retribuciones basicas de funcionarios,847079.0,847079.0,844507.14
1111,2301,12100,,Retribuciones complementarias funcionarios,1059899.0,1059899.0,1053343.2
1111,2301,14100,,Otro personal,530013.0,530013.0,562901.62
1111,2301,16000,,Seguridad social a cargo del ayuntamiento,727896.0,727896.0,772869.58
1111,2301,16500,,Cuotas elkarkidetza a cargo ayuntamiento,45835.0,45835.0,46398.28
1111,2301,22103,,Gas,20000.0,20000.0,10807.86
1111,2301,22145,,Gastos sanitarios coronavirus,5000.0,5000.0,6351.9
1111,2301,22618,,Otros gastos funcionamiento,50000.0,7456.4,7781.27
1111,2301,22618,R,Otros gastos funcionamiento,0.0,2595.0,0.0
1111,2301,22699,,Plan de emergencias,5000.0,5000.0,5135.29
1111,2301,48045,,Subvenciones,125000.0,125000.0,99998.1
1111,2301,48045,A,Subvenciones,0.0,3106.29,1168.49
1111,2301,48045,R,Subvenciones,0.0,24990.42,23997.22
1111,2301,48190,,Convenio colegio trabajo social,10000.0,10000.0,8000.0
1111,2301,48190,R,Convenio colegio trabajo social,0.0,2000.0,2000.0
1111,2301,48968,,Convenio asociación vivir con voz propia,15000.0,15000.0,12000.0
1111,2301,48968,R,Convenio asociación vivir con voz propia,0.0,3000.0,3000.0
1111,2301,62204,,Inversiones en centros y locales,300000.0,170000.0,154891.12
1111,2301,62207,,Bizan judimendi,100000.0,0.0,0.0
1111,2301,62208,,Nuevas viviendas comunitarias barrio,1250000.0,1250000.0,1250000.0
1111,2301,62209,,Inversiones en recursos para situaciones de emergencia,755000.0,755000.0,10745.19
1111,2301,62303,,Adquisicion maquinaria,50000.0,191580.7,73982.15
1111,2301,62303,R,Adquisicion maquinaria,0.0,41468.19,41468.19
1111,2301,62501,,Mobiliario,147000.0,147000.0,80641.24
1111,2301,62501,R,Mobiliario,0.0,77846.04,77846.04
1115,2323,22745,,Programa educacion calle para sin techo,125000.0,125000.0,112600.07
1115,2323,48003,,Atenciones sociales,40000.0,40000.0,17750.95
1115,2324,22002,,"Prensa,revistas y otras publicaciones",1750.0,1750.0,1573.6
1115,2324,22105,,Vestuario y uniformes,1000.0,1000.0,248.42
1115,2324,22111,,Menaje,4320.0,4320.0,5564.27
1115,2324,22115,,Material técnico específico,4080.0,5080.0,4111.86
1115,2324,22618,,Vigilancia en el servicio municipal de urgencias sociales,0.28,0.28,0.0
1115,2324,22759,,Monitores talleres,15000.0,15000.0,0.0
1115,2324,22784,,Contratros servicios de urgencias,585000.0,585000.0,1184902.81
1115,2324,22784,R,Contratros servicios de urgencias,0.0,2981.96,2981.96
1115,2324,22785,,Servicio de acogida - prestación de servicios,100000.0,0.0,0.0
1115,2324,22786,,Transporte de comidas,13805.43,13805.43,14409.17
1115,2324,22786,R,Transporte de comidas,0.0,80.5,80.5
1115,2324,48003,,Atenciones sociales,30000.0,30000.0,15807.26
1115,2325,22111,,Menaje,2640.0,2640.0,5166.53
1115,2325,22115,,Material técnico específico,25000.0,25000.0,24348.25
1115,2325,22614,,Talleres gizarteratu,500000.0,500000.0,679525.19
1115,2325,22614,A,Talleres gizarteratu,0.0,6000.0,3203.66
1115,2325,22614,R,Talleres gizarteratu,0.0,51300.15,51257.66
1115,2325,22666,,Vigilancia nocturna villasuso,121984.11,121984.11,121984.08
1115,2325,22731,,Comedor público - gestión,190553.33,190553.33,191928.35
1115,2325,22747,,Gestión pisos tutelados,1187357.48,1187357.48,1147124.33
1115,2325,22787,,Gestion aterpe,640612.4,640612.4,640612.32
1115,2325,22788,,Servicio atención diurna estrada,608190.27,608190.27,0.0
1115,2325,48003,,Atenciones sociales,100000.0,100000.0,63886.22
1115,2325,48145,,Convenio caritas-taller ocupacional,54000.0,54000.0,43200.0
1115,2325,48145,R,Convenio caritas-taller ocupacional,0.0,10800.0,10800.0
1115,2325,48169,,Convenio gao lacho drom,38748.0,38748.0,30998.4
1115,2325,48169,R,Convenio gao lacho drom,0.0,7749.6,7749.6
1115,2325,48170,,Convenio irse programa apoyo a la insercion,30000.0,30000.0,24000.0
1115,2325,48170,R,Convenio irse programa apoyo a la insercion,0.0,6000.0,6000.0
1115,2325,48940,,Casa iniciativas abetxuko,92360.0,92360.0,73888.0
1115,2325,48940,R,Casa iniciativas abetxuko,0.0,18472.0,18472.0
1115,2327,12000,,Retribuciones basicas de funcionarios,589641.0,589641.0,584133.42
1115,2327,12100,,Retribuciones complementarias funcionarios,765174.0,765174.0,780370.58
1115,2327,14100,,Otro personal,458728.0,458728.0,591775.72
1115,2327,16000,,Seguridad social a cargo del ayuntamiento,596683.0,596683.0,619766.48
1115,2327,16500,,Cuotas elkarkidetza a cargo ayuntamiento,12595.0,12595.0,10291.24
1120,2311,12000,,Retribuciones basicas de funcionarios,370678.0,370678.0,371379.35
1120,2311,12100,,Retribuciones complementarias funcionarios,451242.0,451242.0,432589.04
1120,2311,14100,,Otro personal,274868.0,274868.0,405698.65
1120,2311,16000,,Seguridad social a cargo del ayuntamiento,321220.0,321220.0,375600.43
1120,2311,16500,,Cuotas elkarkidetza a cargo ayuntamiento,10729.0,10729.0,12006.63
1120,2311,22111,,Menaje,2400.0,2400.0,1948.36
1120,2311,22115,,Material técnico específico,1360.0,1360.0,1618.32
1120,2311,22678,,Programa participación infantil,145000.0,145000.0,107724.35
1120,2311,22679,,Programa prevención prologo,30000.0,30000.0,5805.42
1120,2311,22679,R,Programa prevención prologo,0.0,4952.37,4859.16
1120,2311,22680,,Taleres emociones,250000.0,250000.0,209571.06
1120,2311,22680,R,Taleres emociones,0.0,1656.22,1656.22
1120,2311,22697,,Programa salud mental infancia y adolescencia,100000.0,100000.0,39248.6
1120,2311,22697,R,Programa salud mental infancia y adolescencia,0.0,4475.2,0.0
1120,2311,22698,,Lucha contra las violencias machistas,0.0,500000.0,272769.46
1120,2311,22726,,Programa parentalidad positiva (senidegune),135000.0,135000.0,92774.36
1120,2311,22745,,Programa ada,538190.86,538190.86,519405.69
1120,2311,22746,,Egokitzen-coparentalidad positiva divorcios,72216.0,72216.0,76814.0
1120,2311,22748,,Terapias,150000.0,150000.0,126138.14
1120,2311,22749,,Programa descubre tu potencial,26078.83,26078.83,6338.36
1120,2311,22763,,Progr. intervención precoz violencia filioparental,73100.0,73100.0,13852.46
1120,2311,22775,,Programa gestion bidatu,242904.0,242904.0,242904.0
1120,2311,22789,,Resiliencia - pausoka,376190.79,376190.79,376190.76
1120,2311,22791,,Plan local de infancia,215000.0,215000.0,141171.94
1120,2311,22791,R,Plan local de infancia,0.0,16303.0,16303.0
1120,2311,22792,,Valoracion casos abusos sexuales,22000.0,22000.0,36854.5
1120,2311,22794,,Centros socioeducativos,1421197.7,1421197.7,1420041.78
1120,2311,48003,,Atenciones sociales,4000.0,4000.0,509.36
1120,2311,48036,,Convenio avaim,11780.0,11780.0,9424.0
1120,2311,48036,R,Convenio avaim,0.0,2356.0,2356.0
1120,2311,48187,,Convenio garenok,11780.0,11780.0,9424.0
1120,2311,48187,R,Convenio garenok,0.0,2356.0,2356.0
1120,2311,48956,,Convenio contra la intolerancia,11780.0,11780.0,9424.0
1120,2311,48956,R,Convenio contra la intolerancia,0.0,2356.0,2356.0
1120,2311,48991,,Convenio unicef,11780.0,11780.0,9424.0
1120,2311,48991,R,Convenio unicef,0.0,2356.0,2356.0
1120,2311,48992,,Convenio con amapase,15000.0,0.0,0.0
1120,2311,48992,R,Convenio con amapase,0.0,3000.0,3000.0
1133,2312,22002,,"Prensa,revistas y otras publicaciones",14000.0,14000.0,13488.5
1133,2312,22105,,Vestuario y uniformes,9268.68,9268.68,8227.6
1133,2312,22106,,Productos alimenticios,2446988.57,2446988.57,2277341.44
1133,2312,22106,R,Productos alimenticios,0.0,85948.97,70829.53
1133,2312,22111,,Menaje,85000.0,85000.0,78291.66
1133,2312,22115,,Material técnico específico,48960.0,48960.0,37834.95
1133,2312,22117,,Servicio comidas dietas especiales,941255.7,941255.7,483126.95
1133,2312,22606,,Servicios de peluqueria,12604.61,12604.61,12604.56
1133,2312,22618,,Otros gastos funcionamiento,15000.0,15000.0,18920.58
1133,2312,22652,,Animacion residencias tercera edad,362230.0,362230.0,362229.92
1133,2312,22667,,Servicios religiosos san prudencio,6900.0,6900.0,6900.0
1133,2312,22688,,Gestión servicio farmacia,18074.66,18074.66,7392.0
1133,2312,22702,,Servicio de cafeteria,15084.0,15084.0,15914.14
1133,2312,22708,,Traslado de personas mayores,0.0,0.0,1104.61
1133,2312,22718,,Control de accesos al ciam san prudencio,71209.94,71209.94,29670.81
1133,2312,22718,R,Control de accesos a las instalaciones del ciam san prudencio,0.0,6129.19,6129.19
1133,2312,22719,,Alquiler de instalaciones de la cocina temporal,260635.0,260635.0,227807.5
1133,2312,48023,,Convenio afa-araba,22959.7,22959.7,18367.76
1133,2312,48023,R,Convenio afa-araba,0.0,4591.94,4591.94
1133,2312,48119,,Convenio aspace paralisis cerebral,13370.0,13370.0,10696.0
1133,2312,48119,R,Convenio aspace paralisis cerebral,0.0,2674.4,2674.4
1133,2312,48150,,Prog voluntariado acompañamiento personas mayores,6142.74,6142.74,4913.6
1133,2312,48150,R,Prog voluntariado acompañamiento personas mayores,0.0,1228.55,1228.55
1133,2312,48151,,Campo trabajo personas privadas de libertad,11180.86,11180.86,8944.69
1133,2312,48151,R,Campo trabajo personas privadas de libertad,0.0,2236.17,2236.17
1133,2312,48194,,Convenio colegio de abogados,10000.0,10000.0,8000.0
1133,2312,48194,R,Convenio colegio de abogados,0.0,2000.0,1291.37
1133,2312,48959,,Convenio ascundean-3ªedad,70397.57,70397.57,56318.06
1133,2312,48959,R,Convenio ascundean-3ªedad,0.0,14079.51,14079.51
1133,2313,22111,,Menaje,12000.0,12000.0,7952.45
1133,2313,22618,,Otros gastos funcionamiento,25000.0,25000.0,18033.43
1133,2313,22623,,Programa apoyo a familias cuidadoras,171000.0,171000.0,164694.03
1133,2313,22623,R,Programa apoyo a familias cuidadoras,0.0,2611.76,2611.76
1133,2313,22630,,Proyecto intergeneracional para personas mayores,0.0,1750.0,0.0
1133,2313,22709,,Plan de cuidados y vínculos,110000.0,110000.0,33995.53
1133,2313,22754,,Gestion centros socioculturales de mayores,3822034.23,3822034.23,3997794.23
1133,2313,22786,,Transporte de comidas,75929.88,75929.88,105410.47
1133,2313,22786,R,Transporte de comidas,0.0,442.74,442.74
1133,2313,48958,,Convenio upv acercando generaciones,1750.0,0.0,0.0
1133,2313,48961,,Convenio parroquia los angeles,9000.0,6500.0,5200.0
1133,2313,48961,R,Convenio parroquia los angeles,0.0,1800.0,1800.0
1133,2314,22002,,"Prensa,revistas y otras publicaciones",1600.0,1600.0,1601.07
1133,2314,22111,,Menaje,7000.0,7000.0,4830.74
1133,2314,22115,,Material técnico específico,2180.0,2180.0,10.29
1133,2314,22609,,Trabajadores familiares apartamentos mayores,695472.42,695472.42,695472.36
1133,2314,22618,,Otros gastos funcionamiento,12640.0,12640.0,8816.79
1133,2314,22628,,Animacion santa mª olarizu,71830.0,71830.0,71830.0
1133,2314,22705,,Gestion serv.atencion diurna bto.t.zumarraga,684320.0,684320.0,684319.92
1133,2314,22708,,Traslado de personas mayores,1515712.41,1515712.41,1499176.65
1133,2314,22708,R,Traslado de personas mayores,0.0,64658.12,64658.12
1133,2314,22714,,Gestión servicio atención diurna renacimiento,392382.12,392382.12,385303.7
1133,2314,22714,R,Gestión servicio atención diurna renacimiento,0.0,4372.11,4372.11
1133,2314,22718,,Gestion servicio atención diurna blas de otero,985920.0,985920.0,1027264.17
1133,2314,22786,,Transporte de comidas,41416.29,41416.29,43227.5
1133,2314,22786,R,Transporte de comidas,0.0,241.5,241.5
1133,2317,12000,,Retribuciones basicas de funcionarios,3588965.0,3588965.0,3446471.28
1133,2317,12100,,Retribuciones complementarias funcionarios,4963618.0,4963618.0,5186969.87
1133,2317,14100,,Otro personal,2967269.0,3895492.65,4498989.04
1133,2317,16000,,Seguridad social a cargo del ayuntamiento,3867348.0,3894098.03,4250450.23
1133,2317,16500,,Cuotas elkarkidetza a cargo ayuntamiento,139198.0,139198.0,160750.65
1133,2317,22699,,Programa en bici sin edad convenio con caja laboral,0.0,4500.0,3139.52
1133,2327,22701,R,Incrementar red de comedores de vulnerabilidad,0.0,8590.19,8590.19
1145,2315,48138,,Convenio banco de alimentos,29000.0,29000.0,23200.0
1145,2315,48138,R,Convenio banco de alimentos,0.0,5800.0,5800.0
1145,2315,48157,,Federacion asoc.vicente abreu,34674.72,34674.72,34674.72
1145,2321,22786,,Transporte de comidas,193054.81,193054.81,214617.22
1145,2321,22786,R,Transporte de comidas,0.0,3185.95,3185.95
1145,2321,22797,,Servicio de ayuda a domicilio,23100000.0,24957955.0,25706613.23
1145,2321,48000,,Ayudas a emergencia social,4654698.84,6820162.14,6802522.49
1145,2321,48003,,Atenciones sociales,3343526.26,3361026.26,3017757.29
1145,2321,48004,,Fondos de emergencia habitacional - deshaucios,200000.0,255000.0,659779.52
